uhhidfs,uhhidp,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_13,d1_14,d1_8,d1_9,d1_10,d1_11,d1_12,d2,d2other,d3,d3other,d4,d4other,d5,d6
3891,1001276,2,3,6,2,2,1,1,1,1,15,15,1,1,1,5,NA,4,NA,2,NA,40,2
1634,1000878,1.5,3,3,3,3,0.1,0.2,2,2,999,999,5,1.5,2,1,NA,2,NA,4,NA,5,6
2412,1002843,1,1,3,3,2,1,1,3,11,999,999,1,0.2,5,2,NA,4,NA,3,NA,60,7
1935,1000765,2,1.5,1,3,3,0.5,0.2,1,3,3,3,1,0.5,3,1,NA,2,NA,4,NA,15,2
2401,1001477,1.5,5,3,99,3,1,0.05,7,7,15,999,8,0.05,15,2,NA,4,NA,4,NA,30,7
1621,1001614,1,2,2,80,2,0.5,1,1,15,999,2,0.5,0.5,2,1,NA,2,NA,2,NA,0.5,7
3873,3000958,2,12,3,4,5,1,0.1,0.1,15,6,6,70,0.1,6,7,NA,2,NA,9,NA,5,2
1719,1001963,1.5,3,0.3,50,2,0.1,0.1,2,6,999,999,90,999,1.5,1,NA,2,NA,2,NA,30,4
3872,3000957,1,15,3,15,6,1,0.1,0.1,15,6,6,70,0.1,6,1,NA,2,NA,9,NA,20,2
2383,1002043,1,8,1,50,1,1,1.5,1.5,1.5,50,50,1.5,1.5,50,7,uncovered pit latrine,4,NA,9,NA,120,2
1024,1000560,2,3,3,68,3,2,0.03,3,3,68,68,3,3,14,2,NA,2,NA,2,NA,4,6
996,1000467,0.5,4,0.1,3,3,0.1,0.3,3,4,999,999,0.2,0.2,0.1,1,NA,2,NA,4,NA,5,5
3918,3000447,2,6,2,4,6,0.1,0.4,2,2,999,999,5,0.01,1.5,2,NA,2,NA,12,NA,15,5
4062,1000490,1,5,1,74,35,0.001,1,3,3,4,74,1,4,4,1,NA,2,NA,2,NA,3,4
1625,1001648,0.5,2,0.5,80,2,0.3,0.5,0.5,20,999,999,0.5,0.5,2,2,NA,2,NA,2,NA,0.5,2
1043,1001488,4,20,1,30,0.5,0.5,2,2,2,10,1,2,2,10,1,NA,1,NA,4,NA,10,7
1616,1001901,1,6,6,70,1,1,3,9,9,10,10,1,1,10,2,NA,4,NA,4,NA,0.5,2
991,1000059,1,10,0.5,3,1,0.2,0.1,8,8,5,10,8,8,2,1,NA,2,NA,4,NA,2,6
1629,1000867,2.5,3.5,3.5,98,3.5,0.2,3.5,3.5,20,999,3.5,3.5,0.1,3.5,1,NA,2,NA,2,NA,0.5,7
3865,3000927,1.5,10,5,68,5,1,1.5,1.5,999,13,13,5,0.5,13,1,NA,2,NA,2,NA,0.5,2
1084,1000696,3,7,0.5,7,7,0.1,0.5,0.5,7,7,7,100,0.5,7,2,NA,2,NA,4,NA,10,2
1002,1001428,0.5,1,0.2,0.5,0.5,0.3,0.2,7,7,999,0.1,0.2,0.2,1,1,NA,2,NA,4,NA,5,6
3851,3000782,2,8,1,3,8,0.5,2,7,23,999,999,8,8,1,2,NA,2,NA,4,NA,8,6
1154,1000486,1,4,4,4,4,0.15,0.5,4,4,6,4,0.15,6,6,2,NA,2,NA,4,NA,30,2
1085,1000569,0.5,7,0.5,7,7,0.1,0.5,0.5,7,7,7,100,0.5,7,2,NA,1,NA,2,NA,5,6
1627,1000403,0.5,5,3,99,3,0.3,3,3,20,999,3,3,0.2,3,1,NA,2,NA,2,NA,3,2
2274,1001468,0.6,1.5,1.5,999,1.5,0.6,1.2,1.2,999,999,999,1.2,1.2,999,1,NA,2,NA,4,NA,5,6
2240,1001344,0.152,6,0.158,999,6.3,0.125,0.12,2,2,13,13,2.1,0.26,0.123,2,NA,2,NA,9,NA,18,7
2844,1002329,3,3,3,3,3,3,2,2,20,2,999,2,0.3,10,2,NA,2,NA,4,NA,60,7
3856,3000787,3,10,8,8,10,0.5,2,8,20,999,999,10,0.05,15,2,NA,2,NA,9,NA,30,1
2312,1002690,1,2,1,4,1,1,1,1,6,6,10,70,2,0.1,2,NA,4,NA,9,NA,10,6
3842,3001165,1,4,0.5,7,3,0.6,1,999,999,999,999,5,0.5,6,1,NA,2,NA,2,NA,20,6
1109,1000113,1,15,2,999,2,1,1,1,1.2,5,1,1,0.75,1.5,4,NA,8,NA,2,NA,5,6
1933,1001149,2,6,4,999,3,3,1,2,7,7,999,5,3,6,3,NA,2,NA,4,NA,60,7
2381,1002044,1,8,1,45,8,0.5,1,1,1,70,9,1,1,9,1,NA,4,NA,6,NA,1,7
2458,1002274,1,12,3,75,7,1,1,1,7,7,7,1,1,7,1,NA,4,NA,9,NA,10,3
2293,1001419,0.2,4,2,999,5,0.1,0.2,0.2,5,999,999,5,0.1,0.1,1,NA,2,NA,9,NA,5,2
2286,1002265,0.6,5,0.4,999,5,0.6,0.3,0.3,5,999,999,5,0.1,0.15,1,NA,4,NA,2,NA,10,2
2252,1002734,0.7,1.2,1.7,999,0.7,0.8,0.6,0.7,1.2,1.2,1.2,0.27,0.7,1.2,2,NA,4,NA,4,NA,45,7
4060,1002309,1.5,3,3,3,3,1,1,12,12,999,999,2,0.1,6,2,NA,2,NA,4,NA,30,7
2243,1002269,0.5,3,1,999,1.25,1,1.3,6,6,4.5,4.5,1,0.25,0.125,1,NA,2,NA,9,NA,20,7
3863,3001628,0.2,7,2,65,7,0.3,0.2,0.3,999,10,10,2,0.2,10,2,NA,2,NA,2,NA,0.5,2
2404,1000691,2,4,3,999,3,1,0.02,1.5,1.5,6,999,1.5,0.02,6,2,NA,2,NA,2,NA,30,2
995,1000546,1,1,1,5,5,0.3,1,15,15,999,999,1,5,1,2,NA,2,NA,4,NA,2,2
1615,1001899,1,6,1,78,1,0.5,1,6,13,13,12,1,1,13,1,NA,4,NA,4,NA,0.5,6
1013,1000855,3,5,3,68,3,0.001,3,6,6,6,6,67,5,5,2,NA,4,NA,4,NA,2,6
1480,3000052,3,18,3,68,3,2,2,2,999,999,999,2,2,1,5,NA,2,NA,10,NA,20,2
1455,3000026,0.5,5,0.5,50,2,0.5,0.5,0.5,5,8,8,0.5,0.5,1,5,NA,2,NA,10,NA,20,7
3647,3001398,6,13,10,58,10,2,6,10,999,999,12,6,1,3,1,NA,2,NA,10,NA,0.5,2
3119,3001955,5,5,0.7,999,6,0.2,0.6,0.6,999,999,999,0.6,0.6,0.7,1,NA,2,NA,10,NA,20,2
631,3000073,0.3,15,4,4,2,0.5,0.2,3,3,999,999,1,0.1,2,1,NA,9,NA,9,NA,30,4
2052,3000720,1,3,10,70,10,3,0.5,15,999,10,999,0.5,0.5,1,1,NA,9,NA,9,NA,10,1
267,3001066,2,3,2,3,3,2,1.5,2,999,24,999,2,2,1,1,NA,4,NA,6,NA,60,4
2626,3000387,2,2,6,40,6,1,0.1,7,14,999,999,0.1,0.1,1,1,NA,2,NA,2,NA,5,4
67,3001051,1,1,1,999,1,1,1,1,999,6,999,1,1,1,5,NA,2,NA,10,NA,30,4
2963,3001484,2,2,1,58,1,0.1,1,1,4.8,999,999,1,1,0.2,1,NA,9,NA,9,NA,30,4
2962,3000573,0.5,0.5,0.5,999,0.5,0.5,5,999,999,999,999,0.5,0.5,0.5,1,NA,2,NA,10,NA,0.5,7
3707,3002278,1.5,7,3,2,2,1,4,2,999,999,999,4,1,1,5,NA,4,NA,10,NA,90,6
2951,3000302,0.5,2,2,5,2,2,0.1,3,3,999,999,1,0.1,1,1,NA,2,NA,2,NA,2,2
2053,3000721,1,3,10,70,10,3,0.5,15,999,0.5,999,0.5,0.5,1,2,NA,9,NA,9,NA,10,1
372,3000086,1,20,2,20,3,0.5,0.5,5,15,20,20,0.5,5,0.5,1,NA,11,NA,6,NA,240,7
2929,3001501,1,2,3,1,1,1,3,6,6,13,13,1,1,1,5,NA,9,NA,9,NA,50,4
3020,3000212,1,1,1,20,2,1,1,1,999,2,999,1,1,1,1,NA,2,NA,10,NA,0.6,2
210,3000936,0.6,2,1.5,45,3,2,1.5,1.5,4,20,20,1.5,1.5,1.3,1,NA,9,NA,9,NA,50,4
367,3000084,3,999,1,40,1,0.5,0.5,1,999,4,999,0.5,0.5,0.5,5,NA,10,NA,11,NA,60,4
1462,3001833,1.5,10,1.5,999,4,1,1.5,4,999,6,999,4,6,1.5,5,NA,2,NA,6,NA,10,7
820,3002214,1,2.5,2,3,3,0.3,1.5,1.8,999,999,999,1.5,0.3,2,5,NA,2,NA,10,NA,60,4
2018,3000779,1.9,13,2,999,3,2,2,5,999,15,15,2,2,2,1,NA,9,NA,10,NA,25,4
2647,3000391,2,2,6,40,6,1,0.1,7,14,999,999,0.2,0.1,0.2,1,NA,9,NA,4,NA,20,4
1468,3001961,3,4,4.5,999,4,0.5,0.3,0.3,999,999,999,0.3,0.3,0.3,5,NA,2,NA,10,NA,45,8
785,3002223,1.4,5,0.5,999,3,0.3,1.5,1.6,999,999,999,0.5,0.5,0.4,5,NA,2,NA,10,NA,35,4
1709,3000030,1.1,1.3,1.5,9,1.5,1.8,1.5,1.5,999,999,999,1.5,1.5,2,8,NA,2,NA,12,NA,10,3
913,3002203,3,15,3,65,3,0.5,1,1,999,999,1,0.5,2,0.5,5,NA,2,NA,10,NA,10,4
2931,3001503,1,1,3,80,2,1,2,3,6,12,13,1,1,12,5,NA,9,NA,9,NA,50,4
3701,3000077,1,2,0.7,22,2,0.5,0.5,2,999,2,999,1,0.5,0.5,1,NA,6,NA,10,NA,0.5,7
1771,3001951,10,10,1.5,999,10,1.5,1.5,10,999,999,999,1.5,20,0.5,8,NA,2,NA,10,NA,7,6
432,3000190,4,4,4,31,6,1.5,5,5,999,6,999,1.5,1.5,1,5,NA,10,NA,4,NA,1,1
365,3000081,0.2,2,1,5,4.4,0.3,0.2,0.2,4,7,999,0.2,0.2,0.2,1,NA,10,NA,10,NA,60,6
2055,3000760,1,3,0.125,70,10,3,0.25,15,999,10,999,0.25,0.25,0.5,2,NA,9,NA,9,NA,5,2
3665,3002229,1.5,7,0.5,58,3.2,0.2,0.5,2,999,999,999,0.5,0.5,1,1,NA,2,NA,2,NA,5,1
3100,3001832,4,7,0.5,61,2,0.5,0.5,0.5,5,999,999,0.5,0.5,1.5,5,NA,2,NA,2,NA,5,2
1794,3000020,3,3,3,70,3,1,0.1,1,999,999,999,0.5,0.5,0.2,1,NA,8,NA,8,NA,3,1
90,3000095,4,20,0.5,999,20,1,0.5,20,15,20,20,5,20,0.2,2,NA,10,NA,6,NA,60,7
362,3000944,1,1,1,2,3,1,0.5,3,3,999,1,0.5,0.5,1,1,NA,4,NA,4,NA,30,1
2930,3001500,1,6,6,80,3,1,2,6,16,12,13,2,1,12,5,NA,9,NA,9,NA,50,4
636,3000224,1,4,1,12,1,0.5,0.5,4,999,0.5,999,0.5,0.5,0.5,5,NA,2,NA,6,NA,10,6
85,3000230,0.5,1,1,999,3,0.5,0.5,20,15,20,20,20,20,20,2,NA,4,NA,4,NA,0.1,7
363,3000948,1,1,0.5,1,2,1.5,0.1,1,999,999,999,0.1,0.1,0.1,1,NA,9,NA,9,NA,30,10
2625,3000362,0.4,0.4,0.2,25,7,0.3,0.3,5,999,999,999,0.3,0.3,0.1,1,NA,2,NA,10,NA,30,4
1795,3000034,3,3,3,70,3,1,0.1,3,999,999,999,0.5,0.1,0.2,1,NA,8,NA,8,NA,5,1
2680,3000494,2,2,5,25,5,1,1,1,999,5,999,0.5,0.5,1,1,NA,1,NA,12,NA,0.5,4
3714,3001478,0.5,16,0.5,59,8,0.5,4,4,4,8,999,3,0.5,0.5,1,NA,6,NA,2,NA,0.5,4
76,3000937,0.5,0.5,0.5,50,2,0.5,0.5,0.5,0.5,5,5,0.5,0.5,0.5,1,NA,2,NA,6,NA,15,5
1699,3001981,3,3,3,70,3,1,1,3,13,999,12,3,1,5,5,NA,2,NA,10,NA,40,4
3650,3002190,0.5,4,1,999,3,0.5,0.5,1,999,999,999,1,0.5,0.5,5,NA,2,NA,10,NA,3,7
1790,3000042,3,3,3,70,3,1,0.1,2,999,999,999,0.5,0.1,0.2,1,NA,2,NA,2,NA,3,1
645,3000092,0.5,1.5,1,46,1.5,0.5,1,1,5,1.5,2,1,1,0.5,3,NA,4,NA,6,NA,30,8
1772,3001952,10,10,1.5,999,10,1.5,1.5,1.5,999,999,999,1.5,20,1.5,5,NA,2,NA,10,NA,15,6
2028,3001493,2,8,9,8,8,8,8,8,8,8,8,8,8,8,1,NA,7,NA,5,NA,5,4
3690,3002001,2,3,3,60,3,0.3,0.3,3,999,999,999,3.3,0.3,1.3,5,NA,2,NA,12,NA,15,6
1782,3002144,0.5,4,1,999,1,0.5,0.5,1,3,999,999,0.5,1,0.5,5,NA,2,NA,13,None,5,6
71,3001015,2,3,1.7,3,2,1.5,1.5,1.5,1.5,4,6,1.5,1.5,1,1,NA,2,NA,4,NA,50,6
1982,3000793,0.3,3,5,36,5,0.4,0.4,3,999,999,999,0.4,0.4,0.3,1,NA,8,NA,10,NA,0.5,4
1417,3001920,0.3,999,0.3,999,2,0.4,0.3,0.3,999,999,999,0.2,0.1,0.2,10,Share with the neighborhood,12,NA,8,NA,70,2
843,3002149,1,6,1.5,999,2,1.5,1.5,2,999,5,999,1,2,1.5,1,NA,2,NA,4,NA,7,7
1759,3002000,4,3,4,75,3,2,1,4,999,999,999,1,3,0.5,5,NA,2,NA,10,NA,3,6
701,3001011,0.7,1.5,0.5,30,1.4,0.5,0.6,0.8,0.7,999,999,0.4,0.4,0.2,5,NA,2,NA,4,NA,15,4
348,3000986,0.5,0.5,0.5,50,2,3,0.5,5,5,999,999,0.5,8,999,2,NA,9,NA,9,NA,60,4
1461,3000044,2,3,4,999,4,0.6,0.2,0.2,999,999,999,0.4,0.4,0.2,5,NA,2,NA,10,NA,60,1
2964,3000569,0.5,2.5,0.5,10,2.5,0.5,0.5,1.7,999,2.5,999,0.5,0.5,0.5,1,NA,1,NA,4,NA,0.5,7
1950,3001477,1,12,1,40,4,1,3,6,12,6,999,6,0.5,0.5,5,NA,10,NA,6,NA,60,4
2938,3001454,1,1,1,59,1,0.5,0.5,4,4,3,999,0.5,0.5,0.5,5,NA,7,NA,7,NA,60,6
2925,3001458,3,3,2,80,3,1,1,6,6,23,13,6,6,19,5,NA,2,NA,9,NA,40,4
1762,3001927,4,15,3,60,3.5,0.5,0.5,3,15,12,999,0.5,0.5,0.5,5,NA,2,NA,10,NA,10,5
70,3001049,1,3.5,1,2.5,1.5,1,1,1,1,10,999,1,1,0.5,2,NA,2,NA,2,NA,20,1
3634,3002266,0.2,6,0.4,60,1,0.1,0.2,1.7,5,999,999,999,0.3,0.3,1,NA,2,NA,10,NA,45,3
1414,3000025,1,4,0.4,10,2.3,0.3,0.2,0.3,999,999,999,0.2,0.2,2,5,NA,12,NA,12,NA,60,4
824,3002146,0.5,4,1,999,1,0.5,0.5,1,3,999,999,1,1,0.5,5,NA,2,NA,9,NA,0.5,2
825,3000099,0.5,3,0.5,20,1,0.5,1.5,0.5,15,2,999,0.5,1,0.5,1,NA,12,NA,6,NA,3,6
91,3000093,3,20,0.5,999,20,0.1,0.5,20,15,20,20,10,15,0.2,1,NA,10,NA,6,NA,60,7
72,3001014,2,5,2,8,2,2,2,2,2,9,999,2,2,1.5,1,NA,2,NA,10,NA,40,6
2663,3000734,1.5,1.5,1,10,6,1.5,0.1,2,1.5,3.5,0.2,0.1,0.2,0.5,1,NA,2,NA,10,NA,1,7
2961,3000571,0.5,2,0.5,999,4,5,0.5,1.7,999,999,999,0.5,0.5,0.5,1,NA,2,NA,6,NA,0.5,7
1711,3001805,2,2.5,2,999,2,1.6,2,2,999,999,999,2,1,2.5,5,NA,2,NA,12,NA,10,6
78,3000941,1,2,0.5,50,2,0.5,0.5,0.5,0.5,10,10,0.5,0.5,0.5,1,NA,2,NA,9,NA,30,7
3683,3001889,4,4,3,58,3,0.3,0.1,999,999,999,999,0.3,0.1,1,1,NA,2,NA,2,NA,5,3
3697,3001972,3,3,0.8,999,2,0.5,0.7,2,999,999,999,0.8,0.5,0.5,5,NA,2,NA,10,NA,10,6
2937,3001452,1,1,1,59,1,1,0.5,5,5,7,999,0.5,0.5,0.5,5,NA,7,NA,4,NA,60,6
797,3002212,2,4,0.5,50,4,2,4,999,999,999,999,0.5,0.5,2,7,NA,2,NA,10,NA,60,6
3112,3001992,3,4,5,60,2,0.5,1,1,5,999,999,1,1,1,8,NA,10,NA,9,NA,60,6
268,3001025,2,3,2,3,3,2,2,2,999,20,20,2,2,2,1,NA,4,NA,6,NA,80,4
557,3000221,1.5,4,1,25,2.5,1,1,1,999,2,999,1,1.5,1,1,NA,2,NA,7,NA,20,4
621,3000111,0.5,5,0.5,50,5,0.5,0.5,5,13,5,999,0.5,12,5,1,NA,10,NA,10,NA,40,4
1999,3001411,2,6,4,80,6,2,3,6,5,6,23,6,3,12,5,NA,9,NA,9,NA,120,4
2670,3000719,1,15,0.5,60,5,0.7,5,5,999,5,999,5,0.1,0.5,5,NA,9,NA,6,NA,5,7
1716,3001988,2.5,3,2.5,999,2.5,1.3,1.5,1.5,999,5,6,2.5,1.2,2.5,5,NA,2,NA,12,NA,15,3
1478,3000029,2,15,2,65,3,2,2,2,999,999,999,2,2,1,5,NA,2,NA,10,NA,8,4
1981,3000792,0.3,4,5,38,5,1,0.5,3,6.4,999,999,0.3,0.3,0.4,1,NA,8,NA,10,NA,0.5,4
2910,3000441,1.5,3,0.3,10,2.5,1,0.3,2.5,999,3,3,0.2,0.2,1.7,1,NA,2,NA,10,NA,0.5,6
2672,3000746,1,15,0.5,999,5,0.5,5,5,999,5,999,5,0.5,0.5,1,NA,9,NA,6,NA,10,7
1442,3001897,4,7,6,52,8,5,6,999,999,999,999,6,5,6,7,NA,4,NA,2,NA,0.5,6
3648,3001399,2,3,2,58,3,1,3,6,16,999,999,3,2,13,5,NA,2,NA,9,NA,20,4
2954,3000306,2,2,2,5,2,2,0.1,3,999,999,999,1,0.1,1,1,NA,3,NA,3,NA,3,4
612,3000187,0.5,1.4,1,8,1.6,1,1,1.2,999,999,2.5,1.5,0.3,1,5,NA,12,NA,10,NA,60,4
2026,3001406,3,3,3,6,3,4,1,6,999,999,999,1,1,1,1,NA,4,NA,4,NA,30,4
1457,3001863,0.5,5,0.5,50,2,0.5,0.5,0.5,5,8,8,0.25,0.25,0.25,5,NA,2,NA,10,NA,28,7
370,3001039,0.5,0.6,0.5,45,1,0.5,0.1,5,5,6,999,0.3,0.1,0.2,2,NA,9,NA,4,NA,30,7
1796,3001909,3,3,3,70,3,1,0.1,3,999,999,999,0.5,0.1,0.2,1,NA,8,NA,8,NA,3,3
2971,3000368,1.5,3,0.5,10,2.5,1.5,0.5,1.7,999,2.5,999,1.7,0.5,0.5,5,NA,10,NA,6,NA,120,7
911,3002198,2,13,2,62,2,2,2,2,999,999,999,2,2,0.5,5,NA,2,NA,6,NA,15,6
910,3002205,5,12,1,60,2,1,2,2,999,10,999,2,2,0.5,5,NA,2,NA,10,NA,20,10
3118,3000017,3,3,0.3,999,3,0.5,0.2,0.2,999,999,999,0.2,0.2,0.3,5,NA,2,NA,10,NA,15,1
366,3000989,0.5,0.6,0.4,8,1.5,0.4,0.2,0.2,5,23,999,0.1,0.2,0.2,1,NA,8,NA,8,NA,0.5,4
783,3002222,1.5,6,0.4,999,3.2,0.3,2,2,999,999,999,0.4,0.5,0.3,5,NA,2,NA,10,NA,40,2
2690,3000374,1,1,1,20,5,1,1,1,999,5,999,0.5,0.5,1,4,NA,2,NA,10,NA,10,5
2617,3000381,1,2,6,50,6,2,1,6,16,13,13,1,1,8,5,NA,2,NA,9,NA,50,4
2020,3000780,2.2,12,3,999,3,1.5,2.5,8,999,999,10,3,3,2,1,NA,7,NA,10,NA,35,4
3700,3000076,1,2,0.5,22,2,0.5,0.5,2,999,2,999,1,0.5,0.5,1,NA,9,NA,6,NA,60,8
2220,3000738,1.5,1.5,1,10,6,1.5,0.5,2,1.5,999,999,0.5,0.5,0.5,1,NA,9,NA,2,NA,30,9
796,3002206,2,4,4,50,4,3,4,999,999,999,999,2,2,4,5,NA,2,NA,6,NA,60,5
1452,3001915,0.3,3,6,6,6,0.5,0.1,0.1,999,999,999,1,0.1,0.2,1,NA,2,NA,2,NA,3,7
3668,3002201,1,9,1,60,3,1,2,2,999,999,999,2,2,1,5,NA,2,NA,10,NA,20,4
1463,3001980,2,2.5,3,999,3,0.5,0.5,0.5,999,999,999,0.5,0.3,0.5,5,NA,2,NA,10,NA,50,6
3681,3001887,4,4,3,58,3,0.2,0.1,2,999,999,999,0.2,0.1,1,1,NA,2,NA,10,NA,30,4
828,3002147,0.5,4,1,999,1,0.5,0.5,1,3,3,999,0.5,1,0.5,5,NA,2,NA,9,NA,5,7
1714,3002006,2,2.3,2,999,2,1.5,2,2,999,3,3,2.3,1.5,2,5,NA,2,NA,12,NA,20,2
609,3000186,1,2.5,0.2,5,1,1,0.1,1.3,6,2,999,0.1,0.1,0.1,1,NA,12,NA,10,NA,50,6
1756,3000037,3,3,4,75,3,2,1,3,999,999,999,1,2,0.5,5,NA,2,NA,9,NA,0.5,6
3636,3002252,2,9,2,50,3,1,2,1,13,15,16,1,1,6,5,NA,2,NA,7,NA,50,1
835,3002175,2,13,3,80,3,2,2,5,5,999,999,2,18,12,5,NA,2,NA,10,NA,50,4
2620,3000388,3,1,1,4,4,0.5,0.1,8,999,999,999,0.1,0.1,0.1,1,NA,2,NA,2,NA,1,7
368,3000988,1,1,1,45,2,1,0.5,3,3,7,999,0.5,0.5,1,5,NA,9,NA,9,NA,60,4
3693,3002003,2,2.5,2.5,61,3,0.3,0.3,3,999,999,999,2.9,0.3,2,5,NA,2,NA,10,NA,30,4
3106,3001862,1.5,3,1.5,999,1.5,0.5,0.3,0.3,999,1.5,999,0.5,0.5,0.5,5,NA,2,NA,10,NA,50,3
3114,3001880,1,5,0.5,999,5,0.2,0.1,1,999,999,999,0.5,0.1,0.1,1,NA,2,NA,2,NA,5,3
1949,3001419,1,4,1,40,4,1,1,6,6,4,999,4,0.5,0.5,1,NA,6,NA,4,NA,0.5,6
3659,3002231,1,7,0.3,58,3,0.2,0.2,2,999,999,999,0.2,0.2,1,1,NA,10,NA,2,NA,30,6
3630,3002238,0.3,5.7,0.3,60,1,0.5,0.4,1.6,999,999,999,0.5,0.6,0.3,5,NA,2,NA,4,NA,35,4
3669,3002200,1,8,1.5,60,1.5,1,2,2,999,999,999,2,2,1,5,NA,2,NA,10,NA,5,4
633,3000226,1,4,1,12,1,0.5,0.5,4,999,0.5,999,0.5,0.5,0.5,5,NA,9,NA,9,NA,60,4
3102,3001977,4,5,1,60,3,0.5,0.5,0.5,5,999,999,0.5,0.25,1,5,NA,2,NA,2,NA,2,1
2225,3000754,1.5,1.5,1,10,6,1.5,0.5,2,1.5,4,999,0.5,0.25,0.5,2,NA,10,NA,10,NA,60,2
2972,3000568,1.5,3,0.5,10,2.5,1.5,0.5,1.7,999,2.5,999,1,0.5,0.5,2,NA,1,NA,8,NA,0.5,7
2651,3000377,1,1,0.5,999,2,0.5,0.5,999,999,999,999,0.5,0.5,1,1,NA,2,NA,10,NA,2,7
611,3000185,1,2.5,1.5,6,1.7,2,1.4,1.3,7,999,999,2,1.5,1.8,5,NA,10,NA,10,NA,50,1
222,3001021,0.5,1,1,20,15,1,0.5,1,15,12,12,15,1,1,1,NA,4,NA,4,NA,30,1
702,3001010,0.5,1.4,0.6,30,1.5,0.5,0.4,0.4,0.7,999,999,0.4,0.4,0.3,5,NA,2,NA,10,NA,15,7
220,3001018,0.1,1.5,1,1,1.5,0.1,0.1,1,15,15,12,12,0.1,15,1,NA,4,NA,4,NA,30,7
1946,3001417,0.5,15,0.5,40,1,0.5,0.5,3,3,1,999,0.5,0.5,0.5,1,NA,6,NA,4,NA,0.5,4
642,3000088,0.7,2,2,20,3,1,1,1,5,1,999,1,1,1.5,1,NA,9,NA,6,NA,30,7
2224,3000752,1.5,1.5,1,10,6,1.5,0.25,2,1.5,4,999,0.025,0.025,0.5,2,NA,2,NA,10,NA,2,6
1787,3001839,1,2,2,999,2,0.5,1,4,10,999,999,0.5,0.5,0.5,1,NA,2,NA,10,NA,5,2
795,3002207,5,20,5,45,10,3,4,999,999,999,999,5,5,5,5,NA,2,NA,10,NA,180,5
2648,3000390,2,2,6,40,6,1,0.2,7,14,999,999,0.2,0.1,0.2,1,NA,2,NA,2,NA,3,4
912,3002204,3,15,3,63,3,0.5,3,3,999,999,999,3,2,1,5,NA,2,NA,10,NA,40,1
1454,3000018,0.5,5,0.5,50,2,0.5,0.5,0.5,5,8,8,0.5,0.5,1,5,NA,2,NA,10,NA,20,6
2658,3000756,1.5,1.5,1,10,6,1.5,0.5,2,1.5,3.5,999,0.3,0.3,0.8,1,NA,2,NA,10,NA,20,7
3627,3000950,0.3,0.4,0.4,42,1,0.4,0.2,0.2,3,3,999,0.2,0.2,0.2,1,NA,9,NA,9,NA,60,7
68,3001052,3,3,2,999,2,1,2,2,999,3,999,2,3,4,5,NA,2,NA,10,NA,60,6
212,3000940,1,2,0.5,50,2,0.5,0.5,0.5,0.5,10,10,0.5,0.5,0.5,1,NA,2,NA,4,NA,40,7
784,3002221,1.4,6,0.5,999,3.2,0.5,2,2,999,999,999,0.5,1.7,0.5,5,NA,2,NA,10,NA,40,7
3703,3000110,1,2,0.5,22,2,0.5,0.5,2,999,2,999,0.5,0.5,0.5,1,NA,10,NA,6,NA,30,7
1749,3001872,3,3,2.6,72,2,0.4,1,1,999,999,999,0.6,1,0.4,5,NA,2,NA,10,NA,50,4
1757,3001999,3,4,3,75,4,2,1,4,999,999,999,1,1,0.5,5,NA,2,NA,11,NA,5,4
1998,3001409,6,13,13,80,6,6,5,9,13,999,13,6,6,19,5,NA,10,NA,9,NA,48,4
1751,3001873,3,3,3,70,2,0.6,0.6,0.6,999,999,999,0.5,0.6,0.4,5,NA,2,NA,10,NA,25,4
1752,3001875,3,3,3,70,1,0.5,2,2,999,999,999,0.6,1,0.5,5,NA,2,NA,10,NA,50,4
2612,3000729,2,2.5,1,10,3,3,1,2,999,6,8,1,1,2,1,NA,2,NA,12,NA,50,6
634,3000225,1,8,1,12,1,0.5,0.5,4,999,0.5,999,0.5,0.5,0.5,5,NA,2,NA,8,NA,60,5
1760,3001779,3,4,4,74,4,2,1,4,999,999,999,1,1,0.5,5,NA,2,NA,10,NA,3,4
703,3000089,2,6,3.2,25,5,0.3,0.3,3,9,999,999,2,0.3,0.3,5,NA,10,NA,10,NA,40,7
2222,3000757,2,2,1.5,10,6,1.5,1,2.5,1.5,4,999,1,1,1,2,NA,9,NA,9,NA,60,3
704,3001040,0.5,0.5,0.3,32,1,0.4,0.2,0.3,999,3,999,0.3,0.3,0.3,5,NA,9,NA,9,NA,65,4
1458,3001953,1.5,10,1,999,6,1,1,1.5,999,5,999,4,6,1,1,NA,2,NA,12,NA,10,7
2019,3000745,2,11,2,999,3,2,3,8,999,999,8,3,3,2,1,NA,9,NA,10,NA,25,2
1712,3000031,2,2.3,2,999,2.2,1,2,2,999,999,999,2,1.5,2.5,5,NA,2,NA,12,NA,13,6
229,3000094,5,20,0.5,999,15,0.5,0.2,15,15,20,20,15,15,0.5,2,NA,10,NA,6,NA,60,6
3684,3001891,4,4,3,58,3,0.5,0.1,2,999,999,999,0.5,0.2,1,1,NA,2,NA,9,NA,30,7
3101,3001978,3,5,1,60,2,0.5,0.5,1,8,999,999,0.5,0.25,1,5,NA,2,NA,2,NA,5,4
2669,3000749,2,16,1,60,6,1,5,6,999,6,999,6,1,1,1,NA,9,NA,8,NA,20,7
2664,3000728,1.5,1.5,1,10,6,1.5,0.5,2,1.5,3.5,999,0.5,0.2,0.5,1,NA,2,NA,10,NA,10,7
